chn1,chn2,chn3,chn4,chn5,chn6,chn7,chn8
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-3,-5,-4,-5,-11,-2,0,0
-4,-5,-4,-5,-11,-2,0,0
-6,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-7,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-8,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-9,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
-10,-5,-4,-5,-11,-2,0,0
